Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Unnamed: 6,Student Name
4,71,Yes,6,5,56,,Zoya Khan
8,99,No,9,6,98,,Aaron Fernandes
7,89,Yes,4,5,79,,Riya Sharma
5,66,Yes,7,9,54,,Navneet Dhillon
8,95,Yes,9,6,93,,Rachel Pinto
9,64,Yes,9,8,63,,Krish Choudhary
5,91,No,9,4,76,,Hina Parveen
5,43,Yes,7,0,27,,Harnoor Brar
2,60,No,9,0,35,,Saanvi Patel
5,57,No,5,8,39,,Manvir Sandhu
3,78,Yes,8,4,59,,Eliza Francis
7,54,Yes,7,1,50,,Sarah Joseph
5,92,No,5,2,77,,Isha Saxena
8,77,Yes,7,0,70,,Lakshya Verma
1,87,No,7,5,62,,Ishaan Tripathi
3,91,Yes,8,5,71,,Gurpreet Bedi
3,63,Yes,6,2,39,,Aarav Sharma
9,47,No,5,2,41,,Khushi Rathi
5,67,Yes,7,6,51,,Kirandeep Grewal
9,60,No,7,0,52,,Nathan Gomes
9,55,No,4,4,49,,Simran Kaur
1,99,Yes,9,2,76,,Harsimran Gill
2,93,No,6,4,71,,Ayaan Khan
5,55,Yes,8,3,42,,Ethan Paul
4,74,Yes,5,5,60,,Grace DCosta
9,56,Yes,7,8,53,,Simran Kaur
7,48,No,9,1,40,,Harleen Kaur
6,96,Yes,5,9,85,,Ethan Paul
7,74,Yes,8,7,70,,Sana Qureshi
1,91,No,6,1,63,,Ayaan Khan
1,68,No,4,3,42,,Grace DCosta
8,78,No,6,8,73,,Eliza Francis
2,57,No,4,3,35,,Manvir Sandhu
9,51,Yes,5,6,48,,Gurpreet Bedi
7,58,Yes,6,4,49,,Harnoor Brar
6,87,Yes,6,1,75,,Aarav Sharma
1,61,Yes,6,7,35,,Zayan Ali
1,98,No,8,9,70,,Harsimran Gill
2,95,No,5,9,71,,Riya Sharma
6,88,Yes,4,1,74,,John DSouza
6,91,No,6,2,77,,Arjun Singh
2,54,No,5,9,30,,Ayesha Fatima
1,40,No,9,6,13,,Aaron Fernandes
5,41,No,8,4,26,,Ishaan Tripathi
5,47,No,8,9,35,,Hina Parveen
2,61,Yes,9,2,40,,Krish Choudhary
6,64,Yes,5,1,55,,Meher Jahan
9,41,No,4,5,37,,Imran Qureshi
2,90,No,5,9,64,,Faizan Ahmad
2,48,Yes,5,0,23,,Zoya Khan
3,48,Yes,7,7,27,,Navneet Dhillon
7,52,No,8,4,42,,Sarah Joseph
6,45,No,4,4,34,,Kirandeep Grewal
8,69,No,7,1,63,,Nathan Gomes
8,54,Yes,9,6,50,,Lakshya Verma
6,90,No,5,4,75,,Jasleen Bajwa
3,92,No,9,7,74,,Rehan Siddiqui
3,54,No,8,4,39,,Jacob Mathew
1,89,No,7,8,63,,Isha Saxena
7,46,No,7,4,36,,Saanvi Patel
5,97,No,4,2,84,,Vivaan Mehta
4,50,No,5,1,30,,Hannah Daniel
4,79,No,4,4,60,,Ananya Joshi
4,77,Yes,7,9,61,,Rachel Pinto
6,79,Yes,7,9,70,,Khushi Rathi
8,41,Yes,4,4,32,,Simran Kaur
8,90,No,7,5,87,,John DSouza
5,87,Yes,6,1,72,,Eliza Francis
6,78,Yes,8,4,68,,Khushi Rathi
4,49,Yes,5,0,29,,Ananya Joshi
9,83,Yes,8,2,78,,Ayesha Fatima
8,56,Yes,5,2,45,,Nathan Gomes
1,46,No,7,2,20,,Jasleen Bajwa
2,93,Yes,4,2,66,,Krish Choudhary
9,79,No,4,7,77,,Hina Parveen
8,78,No,7,0,72,,Riya Sharma
3,43,Yes,5,5,26,,Jacob Mathew
8,74,No,7,5,67,,Ayaan Khan
1,90,Yes,5,0,67,,Lakshya Verma
4,86,No,7,0,68,,Grace DCosta
3,75,No,7,2,56,,Rehan Siddiqui
6,70,Yes,7,7,61,,Navneet Dhillon
7,64,No,4,5,50,,Sana Qureshi
4,80,No,5,3,68,,Meher Jahan
7,52,No,9,4,47,,Manvir Sandhu
9,57,No,7,9,56,,Ishaan Tripathi
2,60,No,8,2,40,,Rachel Pinto
3,87,No,8,5,68,,Kirandeep Grewal
5,40,No,4,5,26,,Aaron Fernandes
3,75,No,6,5,55,,Hannah Daniel
8,89,Yes,9,8,84,,Gurpreet Bedi
8,47,No,4,9,40,,Ethan Paul
8,91,Yes,6,7,85,,Zayan Ali
9,87,Yes,4,5,85,,Zoya Khan
4,60,No,8,1,40,,Vivaan Mehta
5,82,No,7,3,68,,Harleen Kaur
5,91,Yes,5,5,74,,Saanvi Patel
8,92,Yes,7,8,90,,Imran Qureshi
7,92,Yes,8,1,82,,Sarah Joseph
9,60,No,5,5,57,,Harnoor Brar
8,66,No,6,9,61,,Isha Saxena
2,58,No,6,9,38,,Aarav Sharma
4,62,Yes,8,9,46,,Harsimran Gill
6,90,No,5,6,80,,Arjun Singh
2,89,No,7,7,67,,Faizan Ahmad
7,90,No,8,8,84,,Harnoor Brar
3,82,No,6,4,58,,Kirandeep Grewal
3,74,Yes,8,8,55,,Meher Jahan
2,79,No,7,8,57,,Manvir Sandhu
8,91,No,4,6,87,,Jasleen Bajwa
6,90,Yes,9,1,80,,Hannah Daniel
1,81,No,9,7,54,,Rachel Pinto
1,87,Yes,9,4,64,,Jacob Mathew
7,44,Yes,4,7,33,,Ayaan Khan
8,91,No,7,1,83,,Sarah Joseph
5,80,Yes,5,6,66,,Zayan Ali
5,47,No,8,4,33,,Sana Qureshi
4,50,Yes,7,3,31,,Ayesha Fatima
6,55,Yes,4,9,40,,Hina Parveen
6,78,No,6,5,66,,Ishaan Tripathi
3,86,Yes,9,4,67,,Lakshya Verma
9,63,No,9,5,64,,Vivaan Mehta
7,60,No,7,8,52,,Navneet Dhillon
1,91,No,9,0,68,,Aaron Fernandes
7,62,No,9,0,58,,Gurpreet Bedi
5,88,Yes,7,5,72,,Riya Sharma
5,77,No,7,1,65,,Harleen Kaur
2,86,Yes,4,7,65,,Faizan Ahmad
4,47,No,4,6,24,,John DSouza
6,46,Yes,9,5,35,,Eliza Francis
7,41,Yes,7,3,34,,Isha Saxena
5,69,Yes,7,8,57,,Saanvi Patel
9,52,Yes,9,6,54,,Khushi Rathi
3,62,No,5,6,42,,Ananya Joshi
1,68,No,6,4,39,,Harsimran Gill
4,77,Yes,8,0,62,,Simran Kaur
9,76,Yes,8,1,71,,Arjun Singh
4,59,No,9,7,42,,Ethan Paul
2,72,Yes,8,4,52,,Krish Choudhary
5,68,Yes,4,1,54,,Imran Qureshi
3,89,No,4,4,68,,Grace DCosta
9,54,Yes,5,7,50,,Nathan Gomes
4,62,Yes,9,3,46,,Rehan Siddiqui
6,81,No,4,2,68,,Aarav Sharma
2,42,Yes,9,4,19,,Zoya Khan
6,76,No,9,6,68,,Navneet Dhillon
3,95,No,7,1,74,,Rehan Siddiqui
9,68,No,6,0,63,,Saanvi Patel
2,84,No,6,4,60,,Zayan Ali
9,47,Yes,9,6,47,,John DSouza
5,61,No,6,7,47,,Meher Jahan
8,92,No,6,7,87,,Ananya Joshi
2,68,Yes,8,9,45,,Ayesha Fatima
6,41,No,8,8,31,,Jacob Mathew
3,80,Yes,7,0,61,,Manvir Sandhu
5,88,No,5,6,73,,Grace DCosta
8,98,No,4,9,92,,Zoya Khan
1,89,No,4,7,65,,Harsimran Gill
5,84,No,8,5,69,,Hina Parveen
3,40,Yes,9,9,20,,Sarah Joseph
4,83,Yes,6,3,66,,Gurpreet Bedi
2,59,Yes,7,6,38,,Aaron Fernandes
9,91,No,5,2,81,,Aarav Sharma
3,60,No,8,1,39,,Harleen Kaur
2,76,No,9,5,53,,Harnoor Brar
9,47,Yes,7,1,44,,Nathan Gomes
7,66,No,9,5,58,,Arjun Singh
6,86,Yes,7,9,79,,Ayaan Khan
1,98,Yes,8,2,75,,Imran Qureshi
5,74,Yes,7,1,59,,Vivaan Mehta
3,45,No,6,7,23,,Ethan Paul
1,99,No,7,3,74,,Eliza Francis
4,84,No,5,3,65,,Faizan Ahmad
2,83,No,7,6,60,,Ishaan Tripathi
2,58,Yes,4,7,32,,Khushi Rathi
3,57,Yes,7,8,38,,Kirandeep Grewal
8,95,No,9,9,91,,Simran Kaur
8,40,No,8,7,34,,Jasleen Bajwa
7,64,No,4,3,46,,Sana Qureshi
6,66,Yes,8,1,55,,Rachel Pinto
9,46,No,9,9,43,,Riya Sharma
4,83,Yes,5,4,67,,Krish Choudhary
1,81,Yes,6,6,56,,Isha Saxena
8,68,Yes,5,1,58,,Hannah Daniel
7,70,Yes,4,3,60,,Lakshya Verma
7,83,Yes,9,5,77,,Ethan Paul
3,82,Yes,9,7,69,,Sana Qureshi
4,75,Yes,6,9,60,,Arjun Singh
9,58,No,7,5,52,,Zoya Khan
6,45,No,4,5,36,,Kirandeep Grewal
5,64,No,6,5,49,,Nathan Gomes
3,70,Yes,8,3,50,,Eliza Francis
9,48,Yes,6,2,48,,Imran Qureshi
5,59,No,8,0,43,,Ananya Joshi
5,49,Yes,8,1,34,,Harnoor Brar
4,76,Yes,9,1,57,,Hina Parveen
4,66,Yes,6,9,50,,Grace DCosta
1,52,Yes,9,6,28,,John DSouza
7,80,Yes,9,5,72,,Isha Saxena
9,41,Yes,5,7,38,,Faizan Ahmad
3,89,Yes,5,8,68,,Lakshya Verma
2,60,Yes,9,4,41,,Zayan Ali
3,72,Yes,9,2,53,,Krish Choudhary
1,63,Yes,8,3,36,,Hannah Daniel
6,92,Yes,9,7,80,,Saanvi Patel
7,83,Yes,4,2,73,,Ayaan Khan
2,81,No,6,1,59,,Harleen Kaur
8,73,Yes,4,6,67,,Gurpreet Bedi
6,99,Yes,5,3,91,,Vivaan Mehta
4,48,No,4,7,34,,Ayesha Fatima
5,41,No,7,0,23,,Khushi Rathi
8,94,No,7,7,86,,Sarah Joseph
3,95,Yes,5,4,73,,Aarav Sharma
3,69,Yes,4,1,49,,Riya Sharma
4,61,No,6,0,43,,Harsimran Gill
1,85,No,5,5,61,,Jacob Mathew
9,50,No,7,8,45,,Simran Kaur
8,94,Yes,5,8,85,,Jasleen Bajwa
8,82,Yes,4,8,75,,Navneet Dhillon
6,56,No,4,3,44,,Ishaan Tripathi
7,75,Yes,4,5,66,,Manvir Sandhu
6,52,Yes,8,9,45,,Rehan Siddiqui
9,46,No,4,5,40,,Meher Jahan
3,55,No,9,4,38,,Rachel Pinto
3,72,No,7,1,50,,Aaron Fernandes
3,84,Yes,7,6,67,,Aaron Fernandes
3,40,Yes,8,0,21,,Faizan Ahmad
9,50,Yes,7,5,51,,Ayesha Fatima
4,45,Yes,7,4,25,,Isha Saxena
7,59,Yes,5,4,53,,Jacob Mathew
9,74,No,4,7,71,,Hannah Daniel
7,83,Yes,9,8,77,,Simran Kaur
9,76,Yes,9,6,75,,Grace DCosta
3,80,No,5,9,60,,Sana Qureshi
4,65,No,9,7,49,,Meher Jahan
8,97,No,5,1,87,,Rehan Siddiqui
6,51,No,9,1,40,,John DSouza
5,69,Yes,7,7,56,,Ananya Joshi
4,67,Yes,6,5,49,,Zayan Ali
8,66,No,4,7,59,,Manvir Sandhu
1,81,Yes,6,8,59,,Ishaan Tripathi
9,58,No,7,8,54,,Harnoor Brar
1,44,Yes,8,5,17,,Khushi Rathi
8,97,Yes,5,7,90,,Kirandeep Grewal
4,44,Yes,9,1,23,,Aarav Sharma
9,80,No,9,7,82,,Eliza Francis
5,66,No,7,2,49,,Ayaan Khan
3,67,Yes,9,0,50,,Ethan Paul
9,65,Yes,7,6,60,,Arjun Singh
9,66,No,6,0,60,,Saanvi Patel
4,91,No,8,0,74,,Imran Qureshi
4,88,Yes,5,0,71,,Hina Parveen
8,81,Yes,9,3,77,,Jasleen Bajwa
2,60,No,8,3,34,,Harsimran Gill
9,40,Yes,8,9,39,,Rachel Pinto
6,93,No,8,5,85,,Sarah Joseph
9,67,No,4,9,64,,Nathan Gomes
8,87,Yes,8,2,87,,Krish Choudhary
7,97,Yes,7,9,91,,Riya Sharma
1,97,Yes,4,5,73,,Lakshya Verma
3,54,No,4,6,34,,Zoya Khan
2,94,No,8,0,70,,Gurpreet Bedi
5,56,No,9,5,42,,Navneet Dhillon
5,65,Yes,9,9,55,,Vivaan Mehta
5,59,Yes,9,0,45,,Harleen Kaur
4,64,No,9,6,49,,Sarah Joseph
5,52,No,7,9,37,,Ayaan Khan
3,72,Yes,9,4,55,,Kirandeep Grewal
1,64,No,5,9,38,,Harnoor Brar
5,47,Yes,8,3,35,,Ethan Paul
9,44,Yes,4,0,41,,Riya Sharma
9,45,No,5,8,43,,Aarav Sharma
4,62,No,9,6,46,,Krish Choudhary
3,91,No,5,1,69,,Sana Qureshi
1,69,No,4,3,37,,Jacob Mathew
2,53,No,9,3,31,,Nathan Gomes
8,93,Yes,5,7,90,,Ayesha Fatima
1,62,No,7,1,33,,Simran Kaur
8,50,Yes,7,4,44,,Navneet Dhillon
7,70,No,8,9,62,,Lakshya Verma
8,45,No,8,7,41,,Aaron Fernandes
6,50,No,5,5,38,,Eliza Francis
9,52,No,4,3,45,,Hannah Daniel
3,51,No,7,4,34,,Rachel Pinto
4,93,No,6,1,72,,Ishaan Tripathi
6,41,Yes,8,4,29,,Meher Jahan
8,92,No,7,2,83,,Vivaan Mehta
5,74,No,9,2,61,,Jasleen Bajwa
3,94,No,5,6,75,,Ananya Joshi
6,75,No,7,2,63,,John DSouza
4,56,Yes,7,3,36,,Imran Qureshi
9,67,Yes,5,6,62,,Zayan Ali
3,67,Yes,8,2,49,,Grace DCosta
4,61,Yes,8,9,46,,Faizan Ahmad
7,77,Yes,6,9,69,,Isha Saxena
7,46,Yes,6,1,35,,Saanvi Patel
4,54,No,8,9,38,,Arjun Singh
6,71,No,8,6,62,,Harsimran Gill
3,50,Yes,8,4,30,,Gurpreet Bedi
6,63,No,8,0,52,,Zoya Khan
2,42,No,7,9,16,,Khushi Rathi
8,69,No,6,7,66,,Hina Parveen
2,45,No,5,2,20,,Rehan Siddiqui
7,97,No,4,6,86,,Manvir Sandhu
9,41,Yes,5,5,38,,Harleen Kaur
1,53,Yes,9,9,30,,Nathan Gomes
8,80,Yes,4,5,71,,Saanvi Patel
7,57,Yes,7,7,49,,Navneet Dhillon
6,90,Yes,9,3,79,,Arjun Singh
6,83,Yes,6,3,69,,Manvir Sandhu
6,70,No,4,2,56,,Aaron Fernandes
9,52,Yes,8,0,47,,Isha Saxena
2,65,No,9,9,41,,John DSouza
1,83,No,7,2,58,,Sana Qureshi
6,51,Yes,4,0,38,,Imran Qureshi
8,57,Yes,8,5,52,,Ayesha Fatima
3,48,Yes,9,7,25,,Ethan Paul
1,88,No,7,2,62,,Faizan Ahmad
9,60,Yes,9,3,60,,Vivaan Mehta
1,87,Yes,4,4,63,,Simran Kaur
3,88,Yes,8,6,72,,Ayaan Khan
8,92,No,6,5,84,,Zoya Khan
3,95,Yes,7,1,74,,Hannah Daniel
4,79,Yes,4,6,61,,Sarah Joseph
8,82,No,8,7,77,,Jasleen Bajwa
1,63,No,6,0,36,,Harleen Kaur
6,73,No,9,5,65,,Khushi Rathi
1,47,Yes,8,8,23,,Zayan Ali
1,83,Yes,6,6,60,,Jacob Mathew
8,92,No,4,4,83,,Harnoor Brar
4,72,Yes,8,9,56,,Eliza Francis
1,62,No,8,9,37,,Ishaan Tripathi
7,52,No,5,8,43,,Lakshya Verma
5,93,No,7,1,76,,Rehan Siddiqui
5,92,No,8,6,83,,Gurpreet Bedi
1,88,No,6,8,63,,Rachel Pinto
6,53,Yes,7,1,39,,Riya Sharma
9,53,Yes,4,9,48,,Aarav Sharma
9,55,Yes,7,5,53,,Krish Choudhary
8,88,Yes,5,8,84,,Kirandeep Grewal
5,77,No,4,2,63,,Harsimran Gill
1,97,Yes,8,7,73,,Hina Parveen
9,99,No,9,4,99,,Meher Jahan
1,78,No,4,6,52,,Grace DCosta
8,65,Yes,4,2,58,,Ananya Joshi
5,65,Yes,5,7,50,,Faizan Ahmad
3,40,No,6,1,18,,Ayesha Fatima
7,71,Yes,4,7,62,,Arjun Singh
7,96,Yes,6,1,87,,Ananya Joshi
9,54,Yes,7,6,53,,Isha Saxena
7,91,Yes,9,1,87,,Kirandeep Grewal
3,60,No,5,6,37,,Harleen Kaur
1,57,No,8,0,31,,Hina Parveen
8,69,Yes,4,5,63,,Nathan Gomes
3,99,No,9,9,81,,Ishaan Tripathi
8,97,No,9,6,95,,Manvir Sandhu
8,52,Yes,6,3,45,,Harsimran Gill
5,63,Yes,4,0,48,,Zayan Ali
1,69,No,9,5,47,,Lakshya Verma
7,41,No,5,3,31,,Aaron Fernandes
5,58,No,8,2,43,,Navneet Dhillon
8,86,Yes,7,3,82,,Eliza Francis
9,83,No,7,5,80,,Harnoor Brar
7,86,No,6,4,76,,Simran Kaur
7,64,Yes,9,1,57,,Ethan Paul
1,89,No,7,1,64,,Zoya Khan
4,53,Yes,6,2,35,,Ayaan Khan
2,45,Yes,8,5,24,,Grace DCosta
2,51,No,4,0,30,,Sarah Joseph
2,59,Yes,5,6,38,,Rehan Siddiqui
4,62,Yes,8,7,45,,Hannah Daniel
1,69,No,8,6,44,,Imran Qureshi
4,69,Yes,7,2,53,,Meher Jahan
2,77,No,7,5,53,,Sana Qureshi
5,97,Yes,5,3,84,,Vivaan Mehta
3,69,Yes,4,4,47,,Gurpreet Bedi
8,80,No,8,2,76,,Krish Choudhary
4,69,No,9,4,57,,Rachel Pinto
1,96,No,7,5,71,,Jacob Mathew
1,97,Yes,8,7,74,,Saanvi Patel
3,75,No,4,5,54,,Jasleen Bajwa
9,88,Yes,6,8,84,,Riya Sharma
7,73,No,4,9,62,,Khushi Rathi
2,55,Yes,8,9,35,,Aarav Sharma
9,63,No,8,9,62,,John DSouza
2,53,Yes,5,9,30,,Jasleen Bajwa
3,65,No,8,3,47,,Sana Qureshi
2,47,Yes,7,1,25,,Grace DCosta
3,53,Yes,9,8,40,,Lakshya Verma
6,70,Yes,5,2,56,,Aarav Sharma
9,41,Yes,8,6,38,,Jacob Mathew
9,87,No,4,3,86,,Ayaan Khan
7,43,Yes,8,0,38,,Harsimran Gill
3,40,No,4,7,17,,Ayesha Fatima
4,94,Yes,4,3,75,,Saanvi Patel
6,59,No,8,5,48,,Hina Parveen
5,98,Yes,4,6,87,,Eliza Francis
2,53,Yes,9,7,32,,Nathan Gomes
6,79,No,6,9,68,,Zayan Ali
3,64,No,5,1,42,,Khushi Rathi
8,99,Yes,8,8,96,,Zoya Khan
2,64,No,6,9,42,,Navneet Dhillon
1,42,No,4,2,18,,Rehan Siddiqui
9,44,No,4,0,41,,Harnoor Brar
3,77,Yes,5,1,54,,Sarah Joseph
1,93,No,6,7,67,,Faizan Ahmad
7,65,Yes,6,9,57,,Simran Kaur
5,79,No,8,5,65,,Isha Saxena
5,77,No,4,0,62,,Manvir Sandhu
1,77,Yes,7,8,56,,Arjun Singh
9,43,No,8,6,39,,Rachel Pinto
7,46,No,8,9,38,,Ishaan Tripathi
8,69,No,8,2,65,,Ethan Paul
9,69,No,5,6,68,,Hannah Daniel
6,95,No,5,5,82,,Harleen Kaur
5,58,No,8,2,44,,Meher Jahan
6,78,No,9,7,67,,Vivaan Mehta
2,74,Yes,7,0,53,,John DSouza
4,79,Yes,6,4,61,,Gurpreet Bedi
3,72,Yes,6,7,53,,Aaron Fernandes
7,72,Yes,4,2,61,,Riya Sharma
9,53,Yes,6,9,49,,Kirandeep Grewal
5,77,No,6,5,61,,Imran Qureshi
6,49,Yes,7,9,38,,Ananya Joshi
2,96,Yes,6,1,76,,Krish Choudhary
3,67,No,7,8,47,,Harleen Kaur
3,53,Yes,5,1,32,,Gurpreet Bedi
9,75,No,7,4,71,,Zoya Khan
7,77,No,5,2,69,,Ayesha Fatima
8,55,Yes,7,9,53,,Aarav Sharma
9,99,Yes,8,8,100,,Zayan Ali
6,60,No,9,8,49,,John DSouza
4,67,No,5,6,48,,Kirandeep Grewal
1,72,Yes,5,9,45,,Sana Qureshi
8,45,No,6,4,40,,Ethan Paul
7,80,Yes,5,8,71,,Eliza Francis
2,54,Yes,7,6,34,,Rachel Pinto
8,83,Yes,8,1,76,,Hina Parveen
5,42,Yes,8,9,29,,Ayaan Khan
7,82,No,6,0,71,,Navneet Dhillon
4,86,No,7,9,69,,Isha Saxena
5,74,Yes,7,9,58,,Harsimran Gill
8,53,Yes,4,3,43,,Harnoor Brar
1,41,No,5,9,17,,Simran Kaur
1,68,No,6,7,41,,Lakshya Verma
4,43,No,8,5,27,,Faizan Ahmad
3,65,No,9,1,45,,Hannah Daniel
2,90,No,4,4,65,,Grace DCosta
3,51,Yes,7,8,31,,Sarah Joseph
1,41,Yes,5,5,14,,Nathan Gomes
1,56,Yes,8,5,33,,Vivaan Mehta
6,74,Yes,4,6,60,,Rehan Siddiqui
5,49,No,7,4,34,,Khushi Rathi
8,87,No,8,2,82,,Meher Jahan
2,61,Yes,8,2,40,,Riya Sharma
4,80,Yes,7,4,66,,Aaron Fernandes
8,82,No,7,3,76,,Manvir Sandhu
6,60,Yes,6,4,46,,Ananya Joshi
1,54,Yes,8,8,31,,Jacob Mathew
4,74,No,7,4,57,,Jasleen Bajwa
1,87,No,9,3,65,,Arjun Singh
2,60,No,9,3,38,,Ishaan Tripathi
5,60,Yes,4,0,46,,Saanvi Patel
8,60,No,5,9,53,,Krish Choudhary
8,99,No,9,3,97,,Imran Qureshi
3,83,Yes,6,3,63,,Imran Qureshi
4,71,No,7,8,55,,Aaron Fernandes
6,94,Yes,5,3,79,,John DSouza
3,44,Yes,6,6,26,,Arjun Singh
2,78,Yes,8,0,55,,Rehan Siddiqui
6,48,Yes,5,6,37,,Kirandeep Grewal
5,92,No,9,1,78,,Riya Sharma
5,57,Yes,6,7,45,,Nathan Gomes
5,60,No,7,0,45,,Ethan Paul
5,47,No,7,9,34,,Jasleen Bajwa
3,83,No,6,2,66,,Eliza Francis
7,91,No,8,7,79,,Vivaan Mehta
6,73,No,9,9,63,,Grace DCosta
4,49,Yes,6,7,32,,Aarav Sharma
2,90,No,4,4,64,,Saanvi Patel
9,80,Yes,6,4,78,,Ishaan Tripathi
1,96,Yes,6,7,69,,Jacob Mathew
4,63,Yes,9,9,46,,Harsimran Gill
1,79,No,7,4,54,,Sarah Joseph
6,63,No,8,8,51,,Gurpreet Bedi
4,95,No,6,0,78,,Rachel Pinto
5,71,No,5,4,54,,Meher Jahan
5,95,Yes,7,2,80,,Ayaan Khan
9,72,No,7,2,67,,Harleen Kaur
1,77,No,6,1,48,,Krish Choudhary
2,83,Yes,9,2,61,,Navneet Dhillon
6,96,Yes,5,6,83,,Hannah Daniel
5,95,Yes,6,7,82,,Hina Parveen
7,90,Yes,5,7,78,,Lakshya Verma
3,98,Yes,7,7,78,,Isha Saxena
3,88,Yes,5,0,70,,Zoya Khan
2,73,Yes,6,6,48,,Sana Qureshi
3,50,No,4,1,26,,Ananya Joshi
1,70,No,4,9,46,,Ayesha Fatima
5,57,Yes,5,3,42,,Simran Kaur
5,62,Yes,9,4,46,,Faizan Ahmad
7,99,No,6,0,91,,Harnoor Brar
4,61,Yes,8,3,47,,Zayan Ali
3,82,Yes,4,3,61,,Khushi Rathi
1,57,Yes,7,8,31,,Manvir Sandhu
8,79,Yes,6,8,71,,Harleen Kaur
3,86,Yes,6,9,66,,Vivaan Mehta
2,80,No,4,0,52,,Simran Kaur
4,86,Yes,8,7,71,,Krish Choudhary
3,78,Yes,7,3,60,,Khushi Rathi
1,59,Yes,8,3,32,,Riya Sharma
3,52,No,7,4,33,,Faizan Ahmad
2,84,No,4,1,56,,Sarah Joseph
8,40,Yes,6,0,32,,Aarav Sharma
6,91,Yes,7,4,76,,Harsimran Gill
9,43,Yes,6,6,40,,Isha Saxena
8,63,Yes,5,9,60,,Meher Jahan
3,75,No,5,8,54,,John DSouza
5,75,No,4,1,59,,Manvir Sandhu
7,84,Yes,4,7,74,,Navneet Dhillon
5,41,Yes,9,6,29,,Ananya Joshi
8,67,No,4,1,61,,Zoya Khan
5,65,No,5,4,50,,Ayaan Khan
1,62,Yes,7,6,36,,Zayan Ali
5,54,Yes,8,2,41,,Jacob Mathew
4,75,Yes,4,1,60,,Saanvi Patel
6,66,No,8,5,56,,Harnoor Brar
3,45,No,8,9,23,,Ethan Paul
5,74,No,5,5,63,,Jasleen Bajwa
2,78,No,9,3,54,,Rehan Siddiqui
6,77,Yes,7,0,64,,Imran Qureshi
6,74,No,5,4,64,,Gurpreet Bedi
5,75,No,4,0,58,,Rachel Pinto
6,49,No,5,7,38,,Sana Qureshi
7,69,Yes,5,1,60,,Grace DCosta
5,92,No,5,8,79,,Ishaan Tripathi
1,80,No,4,8,57,,Eliza Francis
8,77,No,4,2,69,,Hina Parveen
4,68,Yes,5,5,51,,Kirandeep Grewal
9,91,No,5,8,86,,Aaron Fernandes
6,98,Yes,8,6,90,,Lakshya Verma
1,82,Yes,7,3,57,,Nathan Gomes
3,78,No,8,2,61,,Arjun Singh
3,89,Yes,9,1,71,,Hannah Daniel
4,43,No,7,9,30,,Ayesha Fatima
6,44,Yes,9,9,34,,Eliza Francis
7,43,Yes,7,0,34,,Manvir Sandhu
4,75,No,5,9,58,,Faizan Ahmad
6,98,No,8,0,85,,Aarav Sharma
1,84,Yes,7,3,55,,Rehan Siddiqui
8,55,Yes,9,3,51,,Ayaan Khan
7,64,Yes,7,8,53,,Meher Jahan
9,53,Yes,4,9,51,,Sarah Joseph
3,50,No,7,0,31,,Isha Saxena
2,68,Yes,5,3,44,,Gurpreet Bedi
1,73,Yes,6,2,48,,Nathan Gomes
3,61,No,4,8,41,,Harsimran Gill
5,53,Yes,6,4,40,,Jasleen Bajwa
2,95,No,5,8,72,,Lakshya Verma
3,63,No,6,9,41,,Ishaan Tripathi
4,98,No,7,5,78,,Zayan Ali
7,78,Yes,6,8,70,,Arjun Singh
3,65,No,8,0,41,,Saanvi Patel
9,82,No,5,3,78,,Hina Parveen
8,75,No,8,3,70,,Khushi Rathi
4,78,Yes,6,9,61,,Harleen Kaur
1,55,Yes,8,9,33,,Ananya Joshi
1,97,Yes,4,5,71,,Ayesha Fatima
1,77,Yes,6,9,51,,Navneet Dhillon
1,98,No,9,0,72,,Vivaan Mehta
8,71,No,8,9,69,,Imran Qureshi
3,45,No,7,4,21,,Kirandeep Grewal
6,73,Yes,6,2,61,,Ethan Paul
3,95,No,9,0,76,,Aaron Fernandes
5,47,Yes,4,5,30,,Simran Kaur
7,69,Yes,7,2,59,,Grace DCosta
2,66,Yes,6,3,45,,Krish Choudhary
6,46,No,7,8,39,,Harnoor Brar
6,66,No,6,1,53,,Jacob Mathew
3,64,Yes,6,0,43,,Hannah Daniel
6,95,No,5,9,85,,Zoya Khan
5,85,Yes,8,5,70,,Sana Qureshi
2,80,No,6,0,56,,Rachel Pinto
9,54,Yes,4,0,52,,John DSouza
8,64,Yes,9,6,65,,Riya Sharma
3,61,Yes,8,1,39,,Isha Saxena
8,57,No,5,3,48,,Simran Kaur
9,51,No,8,3,47,,Zoya Khan
3,62,No,8,1,41,,Zayan Ali
3,90,No,6,5,72,,Faizan Ahmad
2,84,No,4,9,61,,Meher Jahan
8,78,Yes,6,1,74,,Jacob Mathew
1,64,No,4,7,38,,Khushi Rathi
8,49,Yes,4,3,42,,Krish Choudhary
7,69,No,7,0,60,,Ayaan Khan
7,49,No,6,6,35,,John DSouza
3,73,No,5,5,52,,Riya Sharma
1,85,Yes,9,5,61,,Ayesha Fatima
4,52,No,8,2,32,,Imran Qureshi
9,93,Yes,7,9,95,,Rachel Pinto
5,68,No,5,6,53,,Eliza Francis
1,77,Yes,9,5,54,,Hina Parveen
5,80,Yes,9,9,70,,Hannah Daniel
8,84,Yes,6,9,78,,Sarah Joseph
